tenure,monthly_charges,total_charges,contract_type,tech_support,internet_service,payment_method,num_support_calls,senior_citizen,paperless_billing,churn
8,33.46,247.01,Month-to-month,No,DSL,Bank transfer,1,0,Yes,1
53,29.44,1545.0,One year,No,Fiber optic,Bank transfer,4,0,Yes,0
55,103.15,5402.7,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,1
32,111.84,3512.83,Two year,No,DSL,Mailed check,1,0,No,0
51,84.98,4141.42,One year,No,Fiber optic,Bank transfer,1,0,Yes,0
44,30.34,1327.43,One year,No,No,Mailed check,0,0,Yes,0
70,60.2,4175.71,Month-to-month,No,Fiber optic,Mailed check,0,0,No,0
18,92.89,1585.56,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,1
22,97.98,2008.61,One year,Yes,Fiber optic,Bank transfer,0,0,Yes,1
37,31.82,1130.44,One year,No,DSL,Credit card,1,0,Yes,1
56,20.0,1083.59,Month-to-month,Yes,DSL,Electronic check,2,0,No,1
59,91.21,5111.44,Two year,Yes,DSL,Mailed check,2,1,No,0
3,55.66,164.01,Two year,Yes,Fiber optic,Bank transfer,1,0,No,0
28,45.45,1168.67,Month-to-month,No,DSL,Bank transfer,0,0,Yes,1
35,21.29,695.55,Two year,No,DSL,Mailed check,2,0,Yes,1
61,74.03,4374.2,Month-to-month,Yes,DSL,Bank transfer,0,0,Yes,1
54,105.12,5248.86,Month-to-month,Yes,DSL,Credit card,2,1,No,1
63,115.76,6884.37,Month-to-month,No,No,Mailed check,2,0,No,0
7,76.57,534.05,One year,No,DSL,Bank transfer,2,0,Yes,0
49,71.45,3370.07,One year,No,Fiber optic,Mailed check,2,0,Yes,0
31,28.51,879.31,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,0
58,74.89,4223.06,One year,No,Fiber optic,Bank transfer,3,0,Yes,0
61,58.0,3440.59,One year,Yes,DSL,Electronic check,4,0,Yes,0
24,80.71,1857.98,One year,No,DSL,Mailed check,2,0,No,0
20,58.87,1076.4,Month-to-month,Yes,DSL,Electronic check,1,1,Yes,0
37,44.03,1550.87,Two year,No,Fiber optic,Bank transfer,3,0,Yes,0
4,29.5,109.18,Month-to-month,Yes,DSL,Mailed check,0,0,Yes,1
20,51.49,1029.66,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
60,29.66,1649.15,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,0
24,37.69,834.97,Month-to-month,No,Fiber optic,Credit card,1,0,No,0
50,118.73,5713.22,Two year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
49,64.41,3001.74,Month-to-month,No,Fiber optic,Bank transfer,0,1,No,0
51,73.19,3367.39,One year,Yes,No,Bank transfer,2,0,Yes,0
36,107.36,3528.53,Month-to-month,Yes,DSL,Bank transfer,2,0,Yes,1
66,119.56,7741.85,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
34,78.27,2523.78,Two year,No,Fiber optic,Mailed check,2,0,Yes,0
36,101.25,3333.72,One year,No,Fiber optic,Electronic check,1,0,Yes,1
6,52.69,299.23,Month-to-month,No,DSL,Mailed check,1,0,Yes,1
39,50.57,1824.93,Month-to-month,No,Fiber optic,Mailed check,1,0,Yes,1
42,60.27,2334.8,Month-to-month,No,DSL,Credit card,3,0,Yes,0
58,87.25,5039.11,Month-to-month,No,DSL,Mailed check,4,0,No,0
12,88.22,991.1,One year,Yes,DSL,Mailed check,1,1,Yes,0
3,51.52,139.82,One year,Yes,DSL,Bank transfer,1,0,No,0
18,33.32,597.98,Month-to-month,No,Fiber optic,Electronic check,4,0,Yes,0
40,83.24,3261.29,Two year,No,No,Mailed check,1,0,Yes,0
21,32.83,638.03,One year,No,DSL,Mailed check,1,0,Yes,1
15,77.85,1098.72,Month-to-month,No,No,Electronic check,1,0,Yes,0
26,89.34,2290.85,Month-to-month,Yes,No,Bank transfer,1,0,Yes,1
8,90.06,674.18,One year,Yes,No,Credit card,2,0,No,0
42,95.35,3831.46,One year,No,No,Credit card,0,0,Yes,0
44,107.29,4501.18,Month-to-month,Yes,Fiber optic,Mailed check,1,0,Yes,0
14,70.0,921.33,Month-to-month,Yes,DSL,Bank transfer,2,0,No,0
2,93.02,179.33,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
37,81.92,2871.39,Two year,Yes,Fiber optic,Credit card,2,0,Yes,1
69,38.66,2406.45,Month-to-month,No,No,Credit card,2,0,Yes,0
38,22.57,841.74,Month-to-month,No,No,Credit card,2,1,Yes,1
41,48.45,1810.28,One year,No,Fiber optic,Credit card,0,0,Yes,1
62,64.3,3772.95,Two year,Yes,DSL,Mailed check,1,0,Yes,0
60,81.71,4696.64,Two year,Yes,DSL,Credit card,1,0,Yes,0
14,105.0,1426.71,Month-to-month,No,DSL,Mailed check,2,0,No,1
2,39.62,74.57,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,1
70,32.55,2218.24,Month-to-month,Yes,Fiber optic,Electronic check,3,0,No,0
17,116.35,1806.14,Month-to-month,Yes,No,Bank transfer,1,0,Yes,0
28,30.8,832.51,Two year,Yes,Fiber optic,Mailed check,4,1,Yes,1
66,67.85,4400.33,Month-to-month,Yes,No,Bank transfer,0,0,Yes,0
35,78.56,2719.2,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
5,74.14,355.11,Month-to-month,Yes,No,Electronic check,1,1,Yes,0
65,28.6,1731.27,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,0
40,25.7,941.99,One year,No,No,Electronic check,1,0,Yes,0
56,30.55,1598.84,Month-to-month,No,Fiber optic,Credit card,5,0,No,1
36,78.56,2698.06,Month-to-month,Yes,DSL,Electronic check,0,0,Yes,0
45,74.43,3080.17,Month-to-month,Yes,DSL,Credit card,0,0,No,0
23,43.37,992.77,Month-to-month,No,No,Credit card,1,0,No,1
47,83.78,3897.16,Month-to-month,No,DSL,Bank transfer,0,0,Yes,0
31,102.01,2856.5,One year,No,Fiber optic,Credit card,3,0,Yes,0
11,24.16,254.12,One year,No,DSL,Bank transfer,2,0,Yes,1
10,69.81,683.39,One year,Yes,Fiber optic,Credit card,2,0,No,0
67,88.93,5508.69,Two year,No,No,Credit card,1,0,Yes,0
14,45.23,603.07,Two year,Yes,Fiber optic,Electronic check,0,0,Yes,0
10,50.78,477.64,Two year,No,Fiber optic,Mailed check,2,0,Yes,0
1,81.36,74.82,Month-to-month,No,No,Credit card,2,0,Yes,0
5,109.79,527.8,Month-to-month,No,Fiber optic,Mailed check,0,0,No,0
20,100.99,2018.53,Month-to-month,Yes,No,Mailed check,0,0,Yes,1
8,78.31,586.72,Two year,Yes,Fiber optic,Mailed check,1,0,Yes,0
43,93.02,3820.82,Two year,No,DSL,Credit card,3,0,Yes,1
1,56.48,52.68,Two year,No,Fiber optic,Mailed check,2,0,No,0
57,84.1,4734.71,Month-to-month,No,Fiber optic,Credit card,4,1,Yes,1
64,66.62,4205.95,Two year,Yes,DSL,Electronic check,1,0,No,0
28,38.99,1002.07,Month-to-month,Yes,DSL,Credit card,3,0,No,1
37,90.17,3302.91,Month-to-month,No,DSL,Bank transfer,2,0,No,1
47,75.65,3253.86,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,0
37,55.86,1879.86,Month-to-month,No,No,Mailed check,0,1,Yes,1
49,111.13,5256.38,Month-to-month,No,DSL,Mailed check,2,1,Yes,1
44,22.09,912.27,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,1
56,51.58,2752.94,Month-to-month,No,No,Electronic check,2,0,Yes,0
28,25.69,694.33,One year,No,DSL,Bank transfer,1,0,Yes,0
6,96.65,524.97,Two year,Yes,Fiber optic,Mailed check,3,0,Yes,0
61,90.21,5113.74,One year,No,No,Credit card,2,0,No,0
20,53.14,1005.51,Month-to-month,Yes,No,Mailed check,1,0,Yes,1
2,87.57,162.3,Two year,No,DSL,Bank transfer,4,0,Yes,0
37,59.59,1995.14,Two year,Yes,DSL,Credit card,2,0,No,0
20,95.63,1737.92,Month-to-month,No,DSL,Credit card,0,0,Yes,1
26,65.42,1667.2,Month-to-month,Yes,Fiber optic,Mailed check,1,0,No,0
29,61.23,1759.94,Month-to-month,Yes,Fiber optic,Credit card,1,0,Yes,0
1,113.47,103.85,Month-to-month,No,Fiber optic,Electronic check,2,0,No,0
35,45.09,1459.67,One year,Yes,DSL,Mailed check,2,0,No,0
70,32.04,2164.81,Two year,No,DSL,Mailed check,1,0,Yes,0
59,78.45,4607.38,Month-to-month,No,Fiber optic,Electronic check,1,0,No,1
69,116.93,7503.07,Two year,Yes,Fiber optic,Mailed check,1,0,Yes,0
33,57.78,1879.13,Two year,No,Fiber optic,Bank transfer,1,0,Yes,0
51,26.2,1270.2,Two year,Yes,Fiber optic,Bank transfer,0,0,No,0
12,53.93,644.35,Month-to-month,Yes,DSL,Mailed check,2,0,No,1
20,70.59,1289.86,Two year,No,DSL,Electronic check,3,0,Yes,0
53,36.19,1913.02,Month-to-month,No,DSL,Credit card,2,0,Yes,1
43,85.81,3483.56,One year,Yes,DSL,Electronic check,0,0,No,0
50,119.77,5960.32,Month-to-month,No,DSL,Bank transfer,3,0,Yes,0
29,65.17,1787.63,Month-to-month,No,DSL,Mailed check,2,0,No,1
57,55.47,3013.21,One year,No,DSL,Electronic check,0,0,No,0
39,60.07,2296.99,Month-to-month,Yes,DSL,Credit card,2,1,Yes,0
56,31.51,1715.62,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,0
43,108.33,4480.99,Month-to-month,No,DSL,Credit card,2,0,Yes,1
50,61.48,2894.78,One year,No,Fiber optic,Credit card,1,0,No,0
23,58.73,1322.75,Month-to-month,No,Fiber optic,Electronic check,2,0,No,1
44,85.97,3763.1,Two year,No,Fiber optic,Credit card,2,0,Yes,1
38,64.2,2198.03,Month-to-month,Yes,No,Bank transfer,3,1,Yes,0
23,84.82,1870.45,Month-to-month,No,DSL,Credit card,1,0,No,0
45,26.14,1160.54,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,Yes,1
52,101.37,5088.39,Month-to-month,Yes,No,Electronic check,3,0,No,0
50,114.05,5588.92,Month-to-month,No,No,Bank transfer,2,0,Yes,1
8,84.88,671.91,Month-to-month,Yes,DSL,Electronic check,2,1,No,0
1,115.46,112.58,Two year,No,DSL,Credit card,0,0,No,0
8,35.14,273.16,One year,No,DSL,Mailed check,3,0,Yes,1
29,67.74,1957.53,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,1
5,80.18,395.44,Month-to-month,No,Fiber optic,Bank transfer,2,1,Yes,1
47,78.17,3606.16,Two year,No,DSL,Mailed check,0,0,Yes,0
34,60.15,1858.26,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
65,53.81,3231.49,Month-to-month,No,Fiber optic,Electronic check,1,0,No,0
55,32.68,1717.73,One year,Yes,Fiber optic,Credit card,3,0,No,0
43,59.17,2470.41,One year,No,No,Bank transfer,2,0,No,0
30,36.27,1012.28,One year,No,Fiber optic,Electronic check,2,0,No,0
17,93.44,1444.46,Month-to-month,Yes,DSL,Credit card,1,0,Yes,0
26,40.88,989.66,Month-to-month,No,Fiber optic,Electronic check,3,0,Yes,0
8,25.86,202.14,One year,No,DSL,Mailed check,1,0,Yes,1
47,75.24,3492.93,Month-to-month,Yes,Fiber optic,Mailed check,2,0,No,1
46,79.52,3626.06,Month-to-month,Yes,No,Mailed check,2,0,No,0
68,107.19,6836.18,Month-to-month,No,No,Credit card,2,1,Yes,1
33,77.7,2403.21,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
1,54.55,51.31,Two year,No,DSL,Mailed check,1,0,Yes,1
19,100.3,1786.75,Two year,Yes,DSL,Mailed check,1,0,Yes,0
31,74.03,2218.32,One year,No,Fiber optic,Electronic check,3,0,Yes,0
14,27.93,365.93,Month-to-month,Yes,DSL,Mailed check,1,0,No,1
53,76.59,3661.6,Month-to-month,Yes,Fiber optic,Bank transfer,2,0,Yes,0
48,110.8,5020.05,Month-to-month,No,DSL,Credit card,1,0,No,0
69,59.63,3795.25,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
62,49.63,2778.22,Two year,No,DSL,Credit card,3,0,Yes,0
66,34.35,2147.13,Month-to-month,No,No,Credit card,1,0,Yes,1
64,35.14,2070.38,Month-to-month,Yes,Fiber optic,Bank transfer,3,0,No,0
70,63.28,4187.19,Month-to-month,Yes,DSL,Electronic check,1,0,Yes,1
63,79.57,4650.85,One year,No,DSL,Electronic check,2,0,No,0
33,28.06,889.28,Month-to-month,No,Fiber optic,Credit card,0,0,Yes,1
41,113.96,4668.1,Month-to-month,No,DSL,Mailed check,3,0,Yes,0
48,95.51,4376.91,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
13,78.66,986.47,Two year,No,No,Electronic check,3,0,Yes,1
31,102.84,3162.3,Month-to-month,Yes,Fiber optic,Mailed check,0,0,No,1
68,28.02,1786.08,Two year,No,Fiber optic,Electronic check,0,0,Yes,0
4,67.68,248.16,Two year,No,Fiber optic,Bank transfer,0,0,No,1
19,83.01,1464.07,Month-to-month,Yes,No,Electronic check,2,0,No,0
70,102.87,6770.86,One year,No,No,Mailed check,3,0,No,1
13,98.35,1233.16,Month-to-month,Yes,Fiber optic,Mailed check,1,0,Yes,1
23,47.71,988.1,Two year,No,DSL,Credit card,0,0,No,0
1,114.09,112.42,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,0
54,32.43,1589.42,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
71,107.51,7557.38,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,0
15,117.09,1747.47,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
65,37.72,2449.37,Two year,No,DSL,Credit card,0,1,No,0
71,92.21,6422.2,Month-to-month,No,DSL,Mailed check,5,0,No,1
15,24.03,329.52,One year,Yes,Fiber optic,Bank transfer,2,1,Yes,0
21,60.54,1233.98,Month-to-month,No,No,Credit card,1,0,No,0
19,71.63,1252.54,Two year,Yes,Fiber optic,Bank transfer,2,0,Yes,0
60,78.06,4635.42,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,0
33,113.59,3492.3,Month-to-month,Yes,DSL,Electronic check,1,0,No,0
49,87.23,3986.52,Month-to-month,No,Fiber optic,Electronic check,2,0,No,1
35,68.13,2364.91,One year,Yes,Fiber optic,Electronic check,0,0,Yes,0
44,100.97,4004.29,Month-to-month,Yes,Fiber optic,Bank transfer,1,0,No,0
11,115.05,1163.54,Month-to-month,Yes,DSL,Electronic check,0,1,Yes,1
66,22.21,1381.12,Month-to-month,No,Fiber optic,Credit card,0,1,No,1
46,118.25,5276.71,One year,Yes,DSL,Credit card,2,0,Yes,0
9,28.61,248.42,Month-to-month,No,DSL,Mailed check,1,1,No,1
3,101.44,294.26,One year,No,No,Bank transfer,2,0,Yes,0
26,48.03,1233.8,Month-to-month,No,DSL,Electronic check,3,0,Yes,0
48,33.22,1454.4,Two year,No,DSL,Credit card,2,0,Yes,1
66,63.99,4021.53,Two year,Yes,Fiber optic,Bank transfer,2,0,No,0
70,84.4,5745.81,Month-to-month,No,No,Bank transfer,0,1,No,0
28,58.1,1567.6,Month-to-month,Yes,Fiber optic,Electronic check,3,0,No,0
26,25.46,625.44,Month-to-month,No,Fiber optic,Bank transfer,0,1,No,1
25,79.95,1802.3,Month-to-month,Yes,No,Electronic check,1,1,Yes,1
12,110.24,1198.59,Month-to-month,No,DSL,Electronic check,1,0,No,1
5,58.32,265.91,One year,Yes,Fiber optic,Electronic check,0,0,Yes,1
48,41.63,1867.0,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
37,64.26,2167.83,Two year,Yes,No,Bank transfer,2,0,No,0
44,24.84,1030.23,Month-to-month,No,DSL,Electronic check,0,0,Yes,0
15,102.05,1405.02,One year,Yes,DSL,Bank transfer,1,0,No,0
43,102.63,4315.63,Month-to-month,No,Fiber optic,Electronic check,4,0,No,1
48,78.8,3733.79,Month-to-month,No,Fiber optic,Mailed check,3,1,Yes,1
70,55.31,3635.39,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,0
46,99.98,4374.34,Month-to-month,No,Fiber optic,Bank transfer,2,0,Yes,0
43,75.47,3230.12,Month-to-month,No,DSL,Mailed check,4,0,No,1
21,102.59,2054.32,One year,No,Fiber optic,Mailed check,2,0,Yes,0
23,83.15,1911.51,Two year,No,Fiber optic,Mailed check,2,0,Yes,0
47,98.44,4229.77,Month-to-month,No,No,Electronic check,1,0,Yes,0
15,79.86,1181.4,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
25,61.41,1458.06,Month-to-month,Yes,No,Credit card,1,0,No,0
36,115.79,3761.06,Month-to-month,No,Fiber optic,Mailed check,3,0,Yes,1
51,74.11,3769.11,Month-to-month,No,DSL,Credit card,4,0,No,0
15,80.51,1203.43,One year,Yes,Fiber optic,Electronic check,2,0,Yes,0
68,42.05,2683.05,Two year,No,DSL,Bank transfer,2,0,Yes,0
21,82.57,1726.02,Two year,Yes,No,Mailed check,0,0,Yes,0
13,77.16,916.92,Month-to-month,Yes,No,Bank transfer,0,0,No,1
19,38.48,707.73,Two year,No,DSL,Electronic check,0,1,Yes,0
34,25.96,811.32,One year,No,DSL,Mailed check,3,0,Yes,0
68,80.44,5057.84,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,0
52,96.37,4900.66,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,1
27,72.34,1831.57,Two year,No,Fiber optic,Electronic check,0,0,No,1
29,42.68,1114.83,Month-to-month,Yes,DSL,Bank transfer,4,0,No,0
28,86.65,2284.08,Month-to-month,Yes,Fiber optic,Electronic check,3,0,Yes,1
35,28.01,904.67,Month-to-month,No,DSL,Bank transfer,1,0,Yes,0
8,64.18,497.18,One year,Yes,No,Electronic check,2,0,No,0
16,36.34,534.6,Month-to-month,No,No,Credit card,2,0,Yes,0
36,38.45,1362.36,Two year,No,Fiber optic,Bank transfer,3,0,Yes,0
30,40.23,1118.45,One year,Yes,No,Electronic check,0,1,Yes,0
18,58.67,991.96,One year,No,DSL,Mailed check,0,0,Yes,0
2,25.12,46.71,Month-to-month,No,DSL,Credit card,1,1,Yes,0
49,59.78,2824.92,One year,No,Fiber optic,Credit card,5,0,Yes,0
4,71.17,259.09,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,1
7,68.33,453.35,Month-to-month,No,Fiber optic,Electronic check,0,0,Yes,1
39,58.28,2121.65,Month-to-month,Yes,No,Bank transfer,2,0,No,0
13,103.91,1335.18,Month-to-month,No,No,Credit card,3,0,No,0
31,34.53,971.25,One year,No,Fiber optic,Electronic check,0,0,No,1
71,70.57,4925.14,Month-to-month,No,Fiber optic,Mailed check,2,0,No,0
63,26.2,1513.22,Month-to-month,No,DSL,Bank transfer,2,0,Yes,0
56,27.12,1380.3,Month-to-month,No,DSL,Electronic check,2,0,Yes,0
42,77.39,2991.1,Two year,Yes,Fiber optic,Electronic check,0,0,No,0
61,76.6,4253.31,One year,No,Fiber optic,Credit card,8,0,Yes,0
42,107.8,4310.72,One year,No,Fiber optic,Credit card,2,0,Yes,0
56,75.79,4239.24,Month-to-month,Yes,DSL,Bank transfer,1,0,Yes,0
36,115.98,3772.08,Month-to-month,Yes,Fiber optic,Electronic check,1,0,Yes,1
68,24.87,1600.03,Two year,No,DSL,Mailed check,0,0,No,0
7,29.8,195.79,Month-to-month,No,Fiber optic,Mailed check,0,0,No,0
54,24.41,1231.09,Month-to-month,No,DSL,Bank transfer,0,0,No,0
1,38.53,35.96,One year,No,DSL,Electronic check,1,0,No,1
44,74.13,3227.48,Month-to-month,No,DSL,Credit card,1,0,Yes,1
45,84.56,3431.9,Two year,No,DSL,Electronic check,3,0,No,0
47,24.56,1128.34,Month-to-month,No,No,Credit card,0,0,Yes,0
13,114.6,1378.5,Month-to-month,Yes,DSL,Mailed check,2,0,No,1
22,104.22,2151.44,Month-to-month,No,DSL,Bank transfer,1,1,Yes,1
21,49.66,982.39,Month-to-month,No,Fiber optic,Bank transfer,0,0,No,1
9,27.72,232.13,Two year,No,Fiber optic,Bank transfer,2,0,No,0
26,36.99,874.56,One year,No,DSL,Credit card,4,0,Yes,0
9,32.69,268.15,Month-to-month,No,DSL,Mailed check,2,0,Yes,0
15,32.33,450.91,Month-to-month,Yes,No,Mailed check,2,0,Yes,1
10,71.86,705.8,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
42,44.58,1710.33,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,0
24,55.81,1304.97,Month-to-month,Yes,Fiber optic,Credit card,1,1,No,0
49,118.95,5414.06,Month-to-month,No,DSL,Credit card,1,0,Yes,1
26,88.43,2272.39,Month-to-month,Yes,DSL,Electronic check,2,0,Yes,1
37,114.9,4008.27,One year,Yes,Fiber optic,Credit card,2,0,No,0
68,34.26,2136.72,Two year,No,No,Electronic check,2,0,Yes,0
50,58.21,2906.38,Month-to-month,No,DSL,Bank transfer,4,0,Yes,0
24,75.47,1662.15,One year,Yes,No,Mailed check,1,0,No,0
19,27.68,503.18,Month-to-month,No,DSL,Credit card,3,0,No,1
60,20.42,1172.43,Month-to-month,No,DSL,Mailed check,4,0,Yes,0
39,87.04,3181.66,Month-to-month,Yes,DSL,Credit card,2,0,Yes,0
18,84.18,1507.89,Two year,Yes,DSL,Credit card,1,0,Yes,0
19,61.08,1142.4,Month-to-month,No,No,Electronic check,2,0,Yes,1
36,68.96,2440.31,Month-to-month,No,Fiber optic,Credit card,1,0,Yes,1
55,61.54,3375.95,Month-to-month,No,DSL,Bank transfer,2,0,No,1
69,22.4,1461.69,Month-to-month,Yes,No,Mailed check,3,0,No,0
47,53.54,2289.2,Month-to-month,No,No,Credit card,0,0,Yes,0
49,37.71,1804.45,One year,No,Fiber optic,Mailed check,2,1,Yes,0
33,29.84,923.75,Month-to-month,Yes,No,Mailed check,4,0,Yes,0
21,115.67,2232.4,One year,No,DSL,Mailed check,1,1,Yes,0
22,79.94,1667.8,Month-to-month,No,No,Credit card,2,0,No,1
48,92.87,4424.65,Month-to-month,Yes,Fiber optic,Electronic check,1,0,No,1
37,51.54,1748.96,Month-to-month,No,No,Mailed check,6,0,Yes,1
15,59.31,876.19,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,1
35,43.69,1440.18,Month-to-month,Yes,DSL,Credit card,1,0,No,0
71,29.7,1926.68,Month-to-month,No,Fiber optic,Credit card,2,0,Yes,0
32,37.9,1194.41,One year,Yes,DSL,Bank transfer,2,1,Yes,0
11,99.75,1093.92,One year,No,DSL,Bank transfer,4,0,Yes,1
10,87.75,815.31,Month-to-month,Yes,DSL,Electronic check,0,1,Yes,1
57,74.69,3960.82,Month-to-month,Yes,No,Electronic check,2,0,Yes,1
25,67.51,1584.89,Month-to-month,No,DSL,Electronic check,1,1,No,1
2,112.24,220.31,Month-to-month,No,Fiber optic,Electronic check,2,0,Yes,1
64,27.27,1572.57,Month-to-month,No,Fiber optic,Mailed check,0,0,Yes,0
35,48.06,1551.56,Two year,Yes,No,Credit card,0,0,No,0
7,54.99,373.61,Month-to-month,Yes,DSL,Bank transfer,1,1,Yes,1
18,98.24,1663.22,Month-to-month,No,Fiber optic,Mailed check,3,0,Yes,1
67,119.25,7454.67,Month-to-month,No,No,Credit card,3,0,Yes,0
42,44.07,1827.3,Month-to-month,Yes,Fiber optic,Credit card,0,0,Yes,1
39,107.43,4155.13,One year,No,Fiber optic,Mailed check,2,0,No,0
41,103.06,4203.48,Month-to-month,No,Fiber optic,Mailed check,2,0,Yes,0
24,42.47,945.13,Month-to-month,No,No,Bank transfer,1,0,No,1
60,59.93,3564.34,One year,No,Fiber optic,Electronic check,2,0,No,0
46,60.97,2730.85,Month-to-month,Yes,DSL,Electronic check,3,0,Yes,0
19,117.82,2049.24,One year,No,No,Bank transfer,2,0,Yes,0
68,38.09,2489.18,One year,Yes,Fiber optic,Bank transfer,1,0,Yes,1
42,99.92,3788.03,Month-to-month,No,Fiber optic,Electronic check,1,1,Yes,1
32,53.42,1659.59,One year,No,No,Mailed check,0,0,Yes,0
39,93.09,3533.78,Month-to-month,No,DSL,Electronic check,4,0,Yes,0
36,62.0,2184.98,Month-to-month,No,Fiber optic,Credit card,1,0,No,1
36,77.84,2570.36,Month-to-month,No,Fiber optic,Credit card,1,1,Yes,1
3,103.26,298.26,Month-to-month,No,No,Bank transfer,2,0,Yes,1
8,100.42,737.39,One year,No,DSL,Electronic check,1,0,Yes,0
70,106.64,7424.98,Two year,No,Fiber optic,Electronic check,1,1,Yes,1
41,25.96,1029.77,Two year,No,No,Credit card,3,0,No,1
68,89.21,5517.48,One year,Yes,DSL,Electronic check,2,0,No,0
13,34.0,406.07,Month-to-month,Yes,DSL,Bank transfer,5,0,Yes,1
49,61.58,2915.87,Month-to-month,Yes,No,Bank transfer,1,0,No,1
60,74.86,4256.54,Month-to-month,No,DSL,Credit card,2,0,No,0
2,60.27,117.36,Month-to-month,No,No,Electronic check,0,0,No,0
60,71.96,4007.07,Month-to-month,No,DSL,Electronic check,5,0,No,1
5,119.65,577.78,Two year,No,Fiber optic,Credit card,0,0,No,0
44,33.52,1353.49,Month-to-month,No,Fiber optic,Mailed check,1,1,Yes,1
27,87.55,2255.99,Month-to-month,Yes,Fiber optic,Mailed check,1,0,Yes,1
32,59.6,1899.15,Month-to-month,Yes,Fiber optic,Electronic check,0,0,Yes,1
21,33.3,673.3,Two year,No,Fiber optic,Bank transfer,3,0,Yes,1
8,35.87,259.7,One year,Yes,No,Mailed check,3,0,No,0
50,114.93,5740.04,One year,No,DSL,Electronic check,1,0,Yes,0
67,107.96,6623.45,Month-to-month,No,Fiber optic,Mailed check,1,0,No,1
44,110.7,4733.48,Two year,No,DSL,Credit card,0,1,Yes,0
58,119.15,6587.65,Month-to-month,No,Fiber optic,Mailed check,5,0,No,1
3,40.83,113.85,Two year,No,DSL,Mailed check,0,0,No,0
70,55.54,3567.95,Month-to-month,Yes,DSL,Credit card,1,0,No,0
2,86.92,159.55,Month-to-month,No,Fiber optic,Bank transfer,2,0,No,1
44,68.38,2966.12,Month-to-month,No,DSL,Electronic check,2,0,Yes,1
2,61.84,122.11,One year,Yes,DSL,Bank transfer,3,0,Yes,0
35,55.78,1847.88,Month-to-month,Yes,Fiber optic,Bank transfer,0,0,No,0
30,79.38,2167.94,Two year,No,Fiber optic,Mailed check,1,0,Yes,0
8,77.56,613.29,Month-to-month,Yes,No,Electronic check,3,0,Yes,1
22,36.15,754.5,Month-to-month,Yes,Fiber optic,Mailed check,0,0,Yes,0
44,67.17,2789.61,Month-to-month,No,DSL,Credit card,2,0,Yes,1
58,75.35,4111.3,Month-to-month,No,Fiber optic,Bank transfer,1,0,No,1
36,77.03,2596.99,Month-to-month,Yes,DSL,Bank transfer,0,0,No,0
69,41.01,2695.56,Month-to-month,Yes,Fiber optic,Credit card,2,0,No,0
31,94.23,2805.61,One year,No,No,Electronic check,5,0,Yes,1
47,22.52,1001.97,Month-to-month,Yes,Fiber optic,Bank transfer,1,1,Yes,1
55,55.48,3019.86,Two year,No,Fiber optic,Bank transfer,3,0,No,1
62,98.02,5662.57,One year,No,DSL,Electronic check,2,0,No,0
30,76.39,2195.06,Two year,Yes,Fiber optic,Mailed check,2,1,No,1
55,46.12,2359.03,Month-to-month,Yes,No,Credit card,2,0,No,1
16,89.5,1396.68,Month-to-month,Yes,DSL,Electronic check,3,1,Yes,0
12,76.74,838.2,Month-to-month,Yes,DSL,Credit card,0,0,Yes,0
17,99.62,1556.14,One year,Yes,Fiber optic,Credit card,0,0,No,0
16,93.5,1466.26,Two year,No,Fiber optic,Bank transfer,1,1,No,1
12,81.01,892.72,Month-to-month,Yes,Fiber optic,Electronic check,3,0,No,1
